,0
28334,Nervous System Diseases
28335,other
28336,other
28337,Nervous System Diseases
28338,Nervous System Diseases
28339,Eye Diseases
28340,other
28341,Nutritional and Metabolic Diseases
28342,Nutritional and Metabolic Diseases
28343,Nutritional and Metabolic Diseases
28344,other
28345,other
28346,Infections
28347,Infections
28348,other
28349,other
28350,other
28351,other
28352,Cardiovascular Diseases
28353,Neoplasms
28354,other
28355,Nervous System Diseases
28356,other
28357,other
28358,Skin and Connective Tissue Diseases
28359,Cardiovascular Diseases
28360,Nutritional and Metabolic Diseases
28361,other
28362,Nutritional and Metabolic Diseases
28363,"Pathological Conditions, Signs and Symptoms"
28364,"Pathological Conditions, Signs and Symptoms"
28365,"Pathological Conditions, Signs and Symptoms"
28366,"Pathological Conditions, Signs and Symptoms"
28367,other
28368,Mental Disorders
28369,other
28370,Skin and Connective Tissue Diseases
28371,Skin and Connective Tissue Diseases
28372,Infections
28373,Infections
28374,Infections
28375,Infections
28376,Infections
28377,"Pathological Conditions, Signs and Symptoms"
28378,Mental Disorders
28379,Nervous System Diseases
28380,Nervous System Diseases
28381,Nervous System Diseases
28382,Infections
28383,Skin and Connective Tissue Diseases
28384,Nutritional and Metabolic Diseases
28385,other
28386,Neoplasms
28387,Mental Disorders
28388,other
28389,other
28390,Nervous System Diseases
28391,Eye Diseases
28392,other
28393,other
28394,Nutritional and Metabolic Diseases
28395,Nutritional and Metabolic Diseases
28396,Nutritional and Metabolic Diseases
28397,other
28398,Neoplasms
28399,Nervous System Diseases
28400,other
28401,"Pathological Conditions, Signs and Symptoms"
28402,Nutritional and Metabolic Diseases
28403,Nutritional and Metabolic Diseases
28404,Nutritional and Metabolic Diseases
28405,Neoplasms
28406,other
28407,Cardiovascular Diseases
28408,Mental Disorders
28409,other
28410,other
28411,Nutritional and Metabolic Diseases
28412,Nutritional and Metabolic Diseases
28413,Mental Disorders
28414,Infections
28415,"Pathological Conditions, Signs and Symptoms"
28416,other
28417,Nervous System Diseases
28418,Cardiovascular Diseases
28419,Nervous System Diseases
28420,Infections
28421,"Pathological Conditions, Signs and Symptoms"
28422,other
28423,other
28424,other
28425,Nervous System Diseases
28426,Skin and Connective Tissue Diseases
28427,Skin and Connective Tissue Diseases
28428,Cardiovascular Diseases
28429,"Pathological Conditions, Signs and Symptoms"
28430,Nutritional and Metabolic Diseases
28431,other
28432,Mental Disorders
28433,Infections
28434,"Pathological Conditions, Signs and Symptoms"
28435,"Pathological Conditions, Signs and Symptoms"
28436,other
28437,Nutritional and Metabolic Diseases
28438,other
28439,"Pathological Conditions, Signs and Symptoms"
28440,Cardiovascular Diseases
28441,Cardiovascular Diseases
28442,Cardiovascular Diseases
28443,Nervous System Diseases
28444,Skin and Connective Tissue Diseases
28445,other
28446,Nutritional and Metabolic Diseases
28447,Nutritional and Metabolic Diseases
28448,Nutritional and Metabolic Diseases
28449,Eye Diseases
28450,Cardiovascular Diseases
28451,Neoplasms
28452,other
28453,other
28454,"Pathological Conditions, Signs and Symptoms"
28455,"Pathological Conditions, Signs and Symptoms"
28456,"Pathological Conditions, Signs and Symptoms"
28457,Cardiovascular Diseases
28458,Nervous System Diseases
28459,Neoplasms
28460,"Pathological Conditions, Signs and Symptoms"
28461,"Pathological Conditions, Signs and Symptoms"
28462,"Pathological Conditions, Signs and Symptoms"
28463,Mental Disorders
28464,Neoplasms
28465,"Pathological Conditions, Signs and Symptoms"
28466,Infections
28467,Infections
28468,"Pathological Conditions, Signs and Symptoms"
28469,Eye Diseases
28470,other
28471,other
28472,Cardiovascular Diseases
28473,Nervous System Diseases
28474,Neoplasms
28475,Neoplasms
28476,Neoplasms
28477,other
28478,other
28479,other
28480,other
28481,"Pathological Conditions, Signs and Symptoms"
28482,"Pathological Conditions, Signs and Symptoms"
28483,Infections
28484,other
28485,Neoplasms
28486,Neoplasms
28487,Cardiovascular Diseases
28488,Nutritional and Metabolic Diseases
28489,Nutritional and Metabolic Diseases
28490,other
28491,other
28492,Skin and Connective Tissue Diseases
28493,Neoplasms
28494,Neoplasms
28495,Neoplasms
28496,other
28497,Neoplasms
28498,Nervous System Diseases
28499,Nervous System Diseases
28500,other
28501,Mental Disorders
28502,Infections
28503,Infections
28504,other
28505,"Pathological Conditions, Signs and Symptoms"
28506,"Pathological Conditions, Signs and Symptoms"
28507,other
28508,other
28509,Nervous System Diseases
28510,Nervous System Diseases
28511,Nervous System Diseases
28512,Skin and Connective Tissue Diseases
28513,Cardiovascular Diseases
28514,Cardiovascular Diseases
28515,Neoplasms
28516,other
28517,other
28518,other
28519,Neoplasms
28520,Neoplasms
28521,Mental Disorders
28522,other
28523,Nutritional and Metabolic Diseases
28524,Neoplasms
28525,Cardiovascular Diseases
28526,Infections
28527,Infections
28528,Neoplasms
28529,Neoplasms
28530,Neoplasms
28531,"Pathological Conditions, Signs and Symptoms"
28532,"Pathological Conditions, Signs and Symptoms"
28533,"Pathological Conditions, Signs and Symptoms"
28534,Nervous System Diseases
28535,Infections
28536,other
28537,other
28538,other
28539,Neoplasms
28540,Neoplasms
28541,Neoplasms
28542,other
28543,other
28544,Neoplasms
28545,other
28546,Neoplasms
28547,other
28548,other
28549,other
28550,Infections
28551,Eye Diseases
28552,other
28553,Mental Disorders
28554,other
28555,Infections
28556,Neoplasms
28557,Eye Diseases
28558,Skin and Connective Tissue Diseases
28559,Nervous System Diseases
28560,other
28561,other
28562,Neoplasms
28563,Mental Disorders
28564,Nutritional and Metabolic Diseases
28565,Nutritional and Metabolic Diseases
28566,Neoplasms
28567,Neoplasms
28568,Cardiovascular Diseases
28569,other
28570,other
28571,Neoplasms
28572,Neoplasms
28573,Infections
28574,Neoplasms
28575,Nervous System Diseases
28576,"Pathological Conditions, Signs and Symptoms"
28577,Neoplasms
28578,Nervous System Diseases
28579,Nervous System Diseases
28580,Neoplasms
28581,Nutritional and Metabolic Diseases
28582,Mental Disorders
28583,Neoplasms
28584,other
28585,Nutritional and Metabolic Diseases
28586,Nutritional and Metabolic Diseases
28587,other
28588,Infections
28589,other
28590,other
28591,Neoplasms
28592,Infections
28593,Eye Diseases
28594,Eye Diseases
28595,Nervous System Diseases
28596,"Pathological Conditions, Signs and Symptoms"
28597,"Pathological Conditions, Signs and Symptoms"
28598,"Pathological Conditions, Signs and Symptoms"
28599,Nervous System Diseases
28600,"Pathological Conditions, Signs and Symptoms"
28601,"Pathological Conditions, Signs and Symptoms"
28602,Infections
28603,Infections
28604,Infections
28605,Eye Diseases
28606,Skin and Connective Tissue Diseases
28607,Infections
28608,Infections
28609,Infections
28610,other
28611,Neoplasms
28612,Neoplasms
28613,Skin and Connective Tissue Diseases
28614,Nervous System Diseases
28615,"Pathological Conditions, Signs and Symptoms"
28616,"Pathological Conditions, Signs and Symptoms"
28617,Neoplasms
28618,Infections
28619,other
28620,Neoplasms
28621,Neoplasms
28622,other
28623,Mental Disorders
28624,Mental Disorders
28625,other
28626,Skin and Connective Tissue Diseases
28627,Nervous System Diseases
28628,Infections
28629,Neoplasms
28630,other
28631,other
28632,other
28633,other
28634,other
28635,Neoplasms
28636,Neoplasms
28637,Neoplasms
28638,Neoplasms
28639,"Pathological Conditions, Signs and Symptoms"
28640,"Pathological Conditions, Signs and Symptoms"
28641,"Pathological Conditions, Signs and Symptoms"
28642,"Pathological Conditions, Signs and Symptoms"
28643,Infections
28644,Cardiovascular Diseases
28645,Skin and Connective Tissue Diseases
28646,Nutritional and Metabolic Diseases
28647,other
28648,other
28649,Mental Disorders
28650,Cardiovascular Diseases
28651,Cardiovascular Diseases
28652,other
28653,"Pathological Conditions, Signs and Symptoms"
28654,"Pathological Conditions, Signs and Symptoms"
28655,Neoplasms
28656,other
28657,other
28658,Mental Disorders
28659,"Pathological Conditions, Signs and Symptoms"
28660,other
28661,"Pathological Conditions, Signs and Symptoms"
28662,Neoplasms
28663,other
28664,Infections
28665,Infections
28666,other
28667,Neoplasms
28668,Neoplasms
28669,Infections
28670,Neoplasms
28671,Neoplasms
28672,"Pathological Conditions, Signs and Symptoms"
28673,"Pathological Conditions, Signs and Symptoms"
28674,Neoplasms
28675,Infections
28676,Infections
28677,other
28678,other
28679,Cardiovascular Diseases
28680,other
28681,Skin and Connective Tissue Diseases
28682,other
28683,Neoplasms
28684,Neoplasms
28685,other
28686,other
28687,Infections
28688,Neoplasms
28689,Neoplasms
28690,Neoplasms
28691,Neoplasms
28692,Infections
28693,other
28694,other
28695,Neoplasms
28696,other
28697,other
28698,"Pathological Conditions, Signs and Symptoms"
28699,Neoplasms
28700,Neoplasms
28701,Neoplasms
28702,Neoplasms
28703,Neoplasms
28704,Eye Diseases
28705,Eye Diseases
28706,Neoplasms
28707,Mental Disorders
28708,"Pathological Conditions, Signs and Symptoms"
28709,"Pathological Conditions, Signs and Symptoms"
28710,"Pathological Conditions, Signs and Symptoms"
28711,Nervous System Diseases
28712,Neoplasms
28713,Eye Diseases
28714,Infections
28715,other
28716,Skin and Connective Tissue Diseases
28717,Skin and Connective Tissue Diseases
28718,Nutritional and Metabolic Diseases
28719,Nutritional and Metabolic Diseases
28720,Nutritional and Metabolic Diseases
28721,Cardiovascular Diseases
28722,Skin and Connective Tissue Diseases
28723,Neoplasms
28724,Neoplasms
28725,Nervous System Diseases
28726,Neoplasms
28727,other
28728,Skin and Connective Tissue Diseases
28729,Nutritional and Metabolic Diseases
28730,Nutritional and Metabolic Diseases
28731,Skin and Connective Tissue Diseases
28732,Mental Disorders
28733,Mental Disorders
28734,other
28735,Nervous System Diseases
28736,Nervous System Diseases
28737,other
28738,other
28739,Eye Diseases
28740,Nutritional and Metabolic Diseases
28741,other
28742,other
28743,Neoplasms
28744,Eye Diseases
28745,Eye Diseases
28746,Cardiovascular Diseases
28747,Cardiovascular Diseases
28748,other
28749,other
28750,other
28751,Infections
28752,Infections
28753,Infections
28754,Nervous System Diseases
28755,Mental Disorders
28756,"Pathological Conditions, Signs and Symptoms"
28757,"Pathological Conditions, Signs and Symptoms"
28758,"Pathological Conditions, Signs and Symptoms"
28759,other
28760,other
28761,Eye Diseases
28762,Eye Diseases
28763,Mental Disorders
28764,Nervous System Diseases
28765,Skin and Connective Tissue Diseases
28766,Nutritional and Metabolic Diseases
28767,Nervous System Diseases
28768,Nutritional and Metabolic Diseases
28769,Skin and Connective Tissue Diseases
28770,Nervous System Diseases
28771,Neoplasms
28772,Mental Disorders
28773,other
28774,other
28775,Mental Disorders
28776,other
28777,other
28778,Neoplasms
28779,other
28780,other
28781,Nutritional and Metabolic Diseases
28782,Neoplasms
28783,Neoplasms
28784,Cardiovascular Diseases
28785,Nervous System Diseases
28786,"Pathological Conditions, Signs and Symptoms"
28787,Nervous System Diseases
28788,Eye Diseases
28789,Eye Diseases
28790,"Pathological Conditions, Signs and Symptoms"
28791,Skin and Connective Tissue Diseases
28792,Skin and Connective Tissue Diseases
28793,Skin and Connective Tissue Diseases
28794,Nervous System Diseases
28795,Nervous System Diseases
28796,Cardiovascular Diseases
28797,other
28798,other
28799,Skin and Connective Tissue Diseases
28800,Neoplasms
28801,Neoplasms
28802,Nervous System Diseases
28803,Nervous System Diseases
28804,Eye Diseases
28805,Neoplasms
28806,Cardiovascular Diseases
28807,Cardiovascular Diseases
28808,Mental Disorders
28809,Cardiovascular Diseases
28810,Cardiovascular Diseases
28811,other
28812,other
28813,Skin and Connective Tissue Diseases
28814,other
28815,Nutritional and Metabolic Diseases
28816,Nervous System Diseases
28817,Nervous System Diseases
28818,Nervous System Diseases
28819,Skin and Connective Tissue Diseases
28820,Skin and Connective Tissue Diseases
28821,other
28822,Neoplasms
28823,"Pathological Conditions, Signs and Symptoms"
28824,"Pathological Conditions, Signs and Symptoms"
28825,"Pathological Conditions, Signs and Symptoms"
28826,Neoplasms
28827,Neoplasms
28828,Nutritional and Metabolic Diseases
28829,Neoplasms
28830,Neoplasms
28831,Neoplasms
28832,Neoplasms
28833,other
28834,Infections
28835,Mental Disorders
28836,Nutritional and Metabolic Diseases
28837,"Pathological Conditions, Signs and Symptoms"
28838,Neoplasms
28839,other
28840,Nutritional and Metabolic Diseases
28841,Nutritional and Metabolic Diseases
28842,other
28843,other
28844,other
28845,other
28846,Infections
28847,Infections
28848,Infections
28849,other
28850,other
28851,other
28852,other
28853,other
28854,Nervous System Diseases
28855,Skin and Connective Tissue Diseases
28856,Neoplasms
28857,Neoplasms
28858,other
28859,Skin and Connective Tissue Diseases
28860,other
28861,Neoplasms
28862,Infections
28863,Infections
28864,Infections
28865,Eye Diseases
28866,"Pathological Conditions, Signs and Symptoms"
28867,Neoplasms
28868,other
28869,Mental Disorders
28870,Neoplasms
28871,Neoplasms
28872,Neoplasms
28873,Infections
28874,Infections
28875,other
28876,other
28877,Nervous System Diseases
28878,Eye Diseases
28879,Nutritional and Metabolic Diseases
28880,"Pathological Conditions, Signs and Symptoms"
28881,Neoplasms
28882,Neoplasms
28883,Neoplasms
28884,Neoplasms
28885,Neoplasms
28886,Neoplasms
28887,"Pathological Conditions, Signs and Symptoms"
28888,Infections
28889,Neoplasms
28890,Nutritional and Metabolic Diseases
28891,Neoplasms
28892,"Pathological Conditions, Signs and Symptoms"
28893,"Pathological Conditions, Signs and Symptoms"
28894,other
28895,"Pathological Conditions, Signs and Symptoms"
28896,"Pathological Conditions, Signs and Symptoms"
28897,Infections
28898,Infections
28899,Nervous System Diseases
28900,Neoplasms
28901,other
28902,"Pathological Conditions, Signs and Symptoms"
28903,Infections
28904,Nutritional and Metabolic Diseases
28905,other
28906,other
28907,Infections
28908,Infections
28909,Neoplasms
28910,other
28911,Nervous System Diseases
28912,Nutritional and Metabolic Diseases
28913,other
28914,other
28915,Cardiovascular Diseases
28916,Mental Disorders
28917,"Pathological Conditions, Signs and Symptoms"
28918,Skin and Connective Tissue Diseases
28919,Skin and Connective Tissue Diseases
28920,Skin and Connective Tissue Diseases
28921,Nutritional and Metabolic Diseases
28922,Neoplasms
28923,Skin and Connective Tissue Diseases
28924,other
28925,other
28926,Nervous System Diseases
28927,Neoplasms
28928,"Pathological Conditions, Signs and Symptoms"
28929,Neoplasms
28930,Nutritional and Metabolic Diseases
28931,Nervous System Diseases
28932,Neoplasms
28933,Neoplasms
28934,other
28935,other
28936,Infections
28937,Neoplasms
28938,Neoplasms
28939,Neoplasms
28940,other
28941,other
28942,other
28943,Infections
28944,Neoplasms
28945,"Pathological Conditions, Signs and Symptoms"
28946,Nervous System Diseases
28947,Nutritional and Metabolic Diseases
28948,Neoplasms
28949,Neoplasms
28950,"Pathological Conditions, Signs and Symptoms"
28951,Cardiovascular Diseases
28952,other
28953,Nutritional and Metabolic Diseases
28954,Nutritional and Metabolic Diseases
28955,Nutritional and Metabolic Diseases
28956,Nutritional and Metabolic Diseases
28957,Nutritional and Metabolic Diseases
28958,Nutritional and Metabolic Diseases
28959,Infections
28960,Infections
28961,"Pathological Conditions, Signs and Symptoms"
28962,"Pathological Conditions, Signs and Symptoms"
28963,other
28964,Nutritional and Metabolic Diseases
28965,Nutritional and Metabolic Diseases
